5: 1unique | 1count | 5sum
62747: 2unique | 2count | 3708sum
62748: 4unique | 7count | 103sum
62749: 2unique | 2count | 610sum
62753: 1unique | 1count | 62753sum
62754: 3unique | 3count | 10464sum
62755: 5unique | 5count | 197sum
62759: 2unique | 2count | 744sum
62760: 4unique | 6count | 537sum
62761: 1unique | 1count | 62761sum
62765: 2unique | 2count | 12558sum
62766: 5unique | 6count | 347sum
62767: 2unique | 2count | 2752sum
62771: 2unique | 2count | 1572sum
62772: 3unique | 4count | 5238sum
62773: 1unique | 1count | 62773sum
62777: 5unique | 5count | 487sum
62778: 3unique | 3count | 10468sum
62779: 2unique | 2count | 1004sum
62783: 2unique | 2count | 8976sum
62784: 3unique | 9count | 127sum
62785: 3unique | 3count | 467sum
62789: 2unique | 2count | 1734sum
62790: 7unique | 7count | 66sum
62791: 1unique | 1count | 62791sum
62795: 3unique | 3count | 685sum
62796: 3unique | 4count | 5240sum
62797: 2unique | 2count | 8978sum
62801: 1unique | 1count | 62801sum
62802: 3unique | 5count | 1174sum
62803: 3unique | 3count | 4857sum
62807: 2unique | 2count | 528sum
62808: 3unique | 5count | 2626sum
62809: 2unique | 2count | 694sum
62813: 2unique | 2count | 2754sum
62814: 4unique | 5count | 72sum
62815: 3unique | 3count | 761sum
62819: 1unique | 1count | 62819sum
62820: 4unique | 6count | 364sum
62821: 3unique | 3count | 5733sum
62825: 3unique | 4count | 376sum
62826: 4unique | 4count | 325sum
62827: 1unique | 1count | 62827sum
62831: 2unique | 2count | 840sum
62832: 6unique | 9count | 57sum
62833: 2unique | 2count | 3326sum
62837: 2unique | 2count | 2058sum
62838: 3unique | 4count | 3499sum
62839: 3unique | 3count | 245sum
62843: 4unique | 4count | 248sum
62844: 3unique | 4count | 5244sum
62845: 2unique | 2count | 12574sum
62849: 2unique | 2count | 3714sum
62850: 4unique | 5count | 434sum
62851: 1unique | 1count | 62851sum
62855: 4unique | 4count | 998sum
62856: 3unique | 8count | 115sum
62857: 2unique | 2count | 502sum
62861: 1unique | 1count | 62861sum
62862: 3unique | 3count | 10482sum
62863: 2unique | 2count | 1736sum
62867: 2unique | 3count | 1297sum
62868: 5unique | 8count | 90sum
62869: 1unique | 1count | 62869sum
62873: 1unique | 1count | 62873sum
62874: 4unique | 5count | 514sum
62875: 2unique | 4count | 518sum
62879: 2unique | 2count | 504sum
62880: 4unique | 8count | 149sum
62881: 4unique | 4count | 724sum
62885: 2unique | 2count | 12582sum
62886: 4unique | 4count | 275sum
62887: 3unique | 3count | 5739sum
62891: 2unique | 2count | 1092sum
62892: 3unique | 5count | 1757sum
62893: 2unique | 2count | 686sum
62897: 1unique | 1count | 62897sum
62898: 5unique | 5count | 980sum
62899: 2unique | 2count | 2060sum
62903: 1unique | 1count | 62903sum
62904: 3unique | 5count | 2630sum
62905: 3unique | 3count | 575sum
62909: 5unique | 5count | 91sum
62910: 4unique | 6count | 249sum
62911: 2unique | 2count | 1240sum
62915: 2unique | 2count | 12588sum
62916: 4unique | 6count | 128sum
62917: 2unique | 2count | 3718sum
62921: 1unique | 1count | 62921sum
62922: 3unique | 3count | 10492sum
62923: 3unique | 3count | 197sum
62927: 1unique | 1count | 62927sum
62928: 4unique | 8count | 56sum
62929: 1unique | 1count | 62929sum
62933: 4unique | 4count | 176sum
62934: 4unique | 4count | 639sum
62935: 3unique | 3count | 353sum
62939: 1unique | 1count | 62939sum
62940: 4unique | 5count | 1061sum
62941: 2unique | 2count | 670sum
62945: 2unique | 2count | 12594sum
62946: 5unique | 6count | 303sum
62947: 2unique | 2count | 3332sum
62951: 3unique | 4count | 70sum
62952: 4unique | 6count | 113sum
62953: 4unique | 4count | 178sum
62957: 2unique | 2count | 558sum
62958: 4unique | 4count | 1511sum
62959: 4unique | 4count | 222sum
62963: 2unique | 2count | 876sum
62964: 5unique | 8count | 88sum
62965: 3unique | 4count | 276sum
62969: 1unique | 1count | 62969sum
62970: 4unique | 4count | 2109sum
62971: 1unique | 1count | 62971sum
62975: 4unique | 5count | 261sum
62976: 3unique | 11count | 62sum
62977: 2unique | 2count | 958sum
62981: 1unique | 1count | 62981sum
62982: 3unique | 4count | 3507sum
62983: 1unique | 1count | 62983sum
62987: 1unique | 1count | 62987sum
62988: 4unique | 5count | 217sum
62989: 1unique | 1count | 62989sum
62993: 2unique | 2count | 9006sum
62994: 3unique | 3count | 10504sum
62995: 3unique | 3count | 341sum
62999: 2unique | 2count | 936sum
63000: 4unique | 9count | 34sum
63001: 1unique | 2count | 502sum
63005: 2unique | 2count | 12606sum
63006: 3unique | 3count | 10506sum
63007: 2unique | 2count | 9008sum
63011: 4unique | 4count | 194sum
63012: 4unique | 5count | 155sum
63013: 2unique | 2count | 1094sum
63017: 3unique | 3count | 123sum
63018: 3unique | 6count | 403sum
63019: 4unique | 4count | 376sum
63023: 3unique | 3count | 157sum
63024: 5unique | 8count | 138sum
63025: 2unique | 3count | 2531sum
63029: 1unique | 1count | 63029sum
63030: 6unique | 6count | 223sum
63031: 1unique | 1count | 63031sum
63035: 3unique | 3count | 1813sum
63036: 4unique | 6count | 130sum
63037: 3unique | 5count | 425sum
63041: 3unique | 5count | 565sum
63042: 5unique | 5count | 110sum
63043: 2unique | 2count | 2764sum
63047: 2unique | 2count | 1008sum
63048: 4unique | 6count | 117sum
63049: 2unique | 2count | 9014sum
63053: 2unique | 2count | 3726sum
63054: 4unique | 5count | 152sum
63055: 2unique | 2count | 12616sum
63059: 1unique | 1count | 63059sum
63060: 4unique | 5count | 1063sum
63061: 2unique | 2count | 3338sum
63065: 2unique | 2count | 12618sum
63066: 4unique | 4count | 485sum
63067: 1unique | 1count | 63067sum
63071: 2unique | 2count | 1128sum
63072: 3unique | 9count | 92sum
63073: 1unique | 1count | 63073sum
63077: 2unique | 2count | 9018sum
63078: 3unique | 3count | 10518sum
63079: 1unique | 1count | 63079sum
63083: 2unique | 2count | 516sum
63084: 4unique | 5count | 765sum
63085: 5unique | 5count | 95sum
63089: 4unique | 4count | 260sum
63090: 4unique | 5count | 714sum
63091: 2unique | 2count | 9020sum
63095: 2unique | 2count | 12624sum
63096: 5unique | 7count | 270sum
63097: 1unique | 1count | 63097sum
63101: 2unique | 2count | 798sum
63102: 5unique | 5count | 840sum
63103: 1unique | 1count | 63103sum
63107: 3unique | 3count | 5759sum
63108: 3unique | 5count | 1763sum
63109: 2unique | 2count | 506sum
63113: 1unique | 1count | 63113sum
63114: 4unique | 4count | 229sum
63115: 4unique | 4count | 1002sum
63119: 3unique | 3count | 205sum
63120: 4unique | 7count | 279sum
63121: 3unique | 3count | 143sum
63125: 2unique | 5count | 121sum
63126: 4unique | 6count | 185sum
63127: 1unique | 1count | 63127sum
63131: 1unique | 1count | 63131sum
63132: 3unique | 4count | 5268sum
63133: 3unique | 3count | 347sum
63137: 2unique | 2count | 3342sum
63138: 4unique | 4count | 641sum
63139: 2unique | 2count | 716sum
63143: 2unique | 2count | 504sum
63144: 3unique | 6count | 889sum
63145: 3unique | 3count | 251sum
63149: 1unique | 1count | 63149sum
63150: 4unique | 5count | 436sum
63151: 3unique | 3count | 5763sum
63155: 3unique | 3count | 765sum
63156: 4unique | 5count | 303sum
63157: 2unique | 2count | 598sum
63161: 2unique | 3count | 1303sum
63162: 5unique | 8count | 81sum
63163: 2unique | 2count | 844sum
63167: 4unique | 4count | 182sum
63168: 4unique | 9count | 69sum
63169: 2unique | 2count | 530sum
63173: 3unique | 3count | 5765sum
63174: 3unique | 3count | 10534sum
63175: 3unique | 5count | 55sum
63179: 1unique | 1count | 63179sum
63180: 5unique | 10count | 50sum
63181: 3unique | 3count | 131sum
63185: 2unique | 2count | 12642sum
63186: 3unique | 3count | 10536sum
63187: 2unique | 2count | 532sum
63191: 2unique | 2count | 2208sum
63192: 3unique | 5count | 2642sum
63193: 3unique | 3count | 4887sum
63197: 1unique | 1count | 63197sum
63198: 3unique | 4count | 3519sum
63199: 1unique | 1count | 63199sum
63203: 2unique | 2count | 9036sum
63204: 4unique | 5count | 259sum
63205: 2unique | 2count | 12646sum
63209: 2unique | 2count | 2070sum
63210: 5unique | 6count | 67sum
63211: 1unique | 1count | 63211sum
63215: 3unique | 3count | 321sum
63216: 3unique | 7count | 453sum
63217: 4unique | 4count | 850sum
63221: 2unique | 2count | 522sum
63222: 4unique | 4count | 303sum
63223: 2unique | 2count | 3736sum
63227: 2unique | 2count | 2772sum
63228: 5unique | 6count | 508sum
63229: 2unique | 2count | 1246sum
63233: 2unique | 2count | 1746sum
63234: 3unique | 5count | 1182sum
63235: 2unique | 2count | 12652sum
63239: 3unique | 3count | 5771sum
63240: 5unique | 7count | 62sum
63241: 1unique | 1count | 63241sum
63245: 5unique | 5count | 177sum
63246: 4unique | 4count | 215sum
63247: 1unique | 1count | 63247sum
63251: 2unique | 2count | 3348sum
63252: 4unique | 6count | 268sum
63253: 2unique | 2count | 1514sum
63257: 2unique | 3count | 139sum
63258: 5unique | 5count | 842sum
63259: 2unique | 3count | 1305sum
63263: 2unique | 2count | 1584sum
63264: 3unique | 7count | 672sum
63265: 2unique | 2count | 12658sum
63269: 2unique | 2count | 570sum
63270: 5unique | 6count | 69sum
63271: 4unique | 4count | 214sum
63275: 2unique | 3count | 2541sum
63276: 3unique | 4count | 5280sum
63277: 1unique | 1count | 63277sum
63281: 1unique | 1count | 63281sum
63282: 4unique | 4count | 257sum
63283: 3unique | 5count | 567sum
63287: 2unique | 2count | 9048sum
63288: 3unique | 7count | 308sum
63289: 2unique | 2count | 3350sum
63293: 2unique | 2count | 546sum
63294: 6unique | 6count | 171sum
63295: 2unique | 2count | 12664sum
63299: 1unique | 1count | 63299sum
63300: 4unique | 6count | 228sum
63301: 2unique | 2count | 9050sum
63305: 4unique | 4count | 1178sum
63306: 3unique | 4count | 3525sum
63307: 3unique | 3count | 125sum
63311: 1unique | 1count | 63311sum
63312: 3unique | 6count | 1330sum
63313: 1unique | 1count | 63313sum
63317: 1unique | 1count | 63317sum
63318: 4unique | 4count | 239sum
63319: 2unique | 2count | 2776sum
63323: 3unique | 3count | 4897sum
63324: 3unique | 5count | 1769sum
63325: 3unique | 4count | 176sum
63329: 3unique | 3count | 199sum
63330: 4unique | 4count | 2121sum
63331: 1unique | 1count | 63331sum
63335: 3unique | 3count | 297sum
63336: 6unique | 8count | 71sum
63337: 1unique | 1count | 63337sum
63341: 2unique | 2count | 750sum
63342: 4unique | 7count | 54sum
63343: 2unique | 2count | 9056sum
63347: 1unique | 1count | 63347sum
63348: 3unique | 4count | 5286sum
63349: 5unique | 5count | 491sum
63353: 1unique | 1count | 63353sum
63354: 3unique | 3count | 10564sum
63355: 2unique | 2count | 12676sum
63359: 2unique | 2count | 3744sum
63360: 5unique | 12count | 47sum
63361: 1unique | 1count | 63361sum
63365: 4unique | 4count | 76sum
63366: 4unique | 4count | 243sum
63367: 1unique | 1count | 63367sum
63371: 4unique | 4count | 852sum
63372: 3unique | 4count | 5288sum
63373: 2unique | 2count | 626sum
63377: 1unique | 1count | 63377sum
63378: 4unique | 5count | 518sum
63379: 2unique | 2count | 1100sum
63383: 2unique | 2count | 504sum
63384: 4unique | 6count | 167sum
63385: 3unique | 3count | 1823sum
63389: 1unique | 1count | 63389sum
63390: 4unique | 4count | 2123sum
63391: 1unique | 1count | 63391sum
63395: 3unique | 3count | 445sum
63396: 3unique | 6count | 600sum
63397: 1unique | 1count | 63397sum
63401: 3unique | 3count | 4903sum
63402: 3unique | 3count | 10572sum
63403: 3unique | 3count | 137sum
63407: 2unique | 2count | 552sum
63408: 3unique | 6count | 1332sum
63409: 1unique | 1count | 63409sum
63413: 2unique | 2count | 9066sum
63414: 5unique | 6count | 305sum
63415: 4unique | 4count | 1180sum
63419: 1unique | 1count | 63419sum
63420: 5unique | 6count | 170sum
63421: 1unique | 1count | 63421sum
63425: 3unique | 4count | 112sum
63426: 5unique | 6count | 89sum
63427: 5unique | 5count | 91sum
63431: 2unique | 2count | 600sum
63432: 3unique | 6count | 893sum
63433: 2unique | 2count | 506sum
63437: 4unique | 4count | 174sum
63438: 4unique | 4count | 211sum
63439: 1unique | 1count | 63439sum
63443: 1unique | 1count | 63443sum
63444: 4unique | 5count | 335sum
63445: 2unique | 2count | 12694sum
63449: 2unique | 2count | 1014sum
63450: 4unique | 7count | 68sum
63451: 2unique | 2count | 700sum
63455: 3unique | 5count | 63sum
63456: 3unique | 7count | 674sum
63457: 3unique | 3count | 143sum
63461: 2unique | 2count | 3750sum
63462: 4unique | 4count | 1523sum
63463: 1unique | 1count | 63463sum
63467: 1unique | 1count | 63467sum
63468: 4unique | 6count | 94sum
63469: 2unique | 2count | 9074sum
63473: 1unique | 1count | 63473sum
63474: 4unique | 4count | 225sum
63475: 2unique | 3count | 2549sum
63479: 4unique | 4count | 302sum
63480: 4unique | 7count | 60sum
63481: 4unique | 4count | 250sum
63485: 2unique | 2count | 12702sum
63486: 3unique | 4count | 3535sum
63487: 1unique | 1count | 63487sum
63491: 2unique | 2count | 540sum
63492: 7unique | 8count | 92sum
63493: 1unique | 1count | 63493sum
63497: 3unique | 3count | 247sum
63498: 4unique | 4count | 581sum
63499: 1unique | 1count | 63499sum
63503: 4unique | 4count | 296sum
63504: 3unique | 10count | 34sum
63505: 4unique | 4count | 1008sum
63509: 2unique | 2count | 1590sum
63510: 5unique | 5count | 112sum
63511: 3unique | 3count | 261sum
63515: 2unique | 2count | 12708sum
63516: 4unique | 5count | 153sum
63517: 2unique | 2count | 3362sum
63521: 1unique | 1count | 63521sum
63522: 3unique | 4count | 3537sum
63523: 2unique | 2count | 596sum
63527: 1unique | 1count | 63527sum
63528: 3unique | 5count | 2656sum
63529: 3unique | 3count | 155sum
63533: 1unique | 1count | 63533sum
63534: 3unique | 3count | 10594sum
63535: 3unique | 3count | 233sum
63539: 3unique | 3count | 349sum
63540: 4unique | 6count | 368sum
63541: 1unique | 1count | 63541sum
63545: 3unique | 3count | 255sum
63546: 5unique | 5count | 118sum
63547: 4unique | 4count | 184sum
63551: 2unique | 2count | 720sum
63552: 3unique | 8count | 346sum
63553: 2unique | 3count | 1311sum
63557: 3unique | 3count | 4915sum
63558: 5unique | 7count | 140sum
63559: 1unique | 1count | 63559sum
63563: 2unique | 2count | 3756sum
63564: 3unique | 4count | 5304sum
63565: 2unique | 2count | 12718sum
63569: 3unique | 3count | 5801sum
63570: 6unique | 6count | 199sum
63571: 2unique | 2count | 572sum
63575: 2unique | 3count | 2553sum
63576: 3unique | 6count | 895sum
63577: 1unique | 1count | 63577sum
63581: 3unique | 3count | 331sum
63582: 3unique | 3count | 10602sum
63583: 4unique | 4count | 166sum
63587: 1unique | 1count | 63587sum
63588: 4unique | 5count | 771sum
63589: 1unique | 1count | 63589sum
63593: 2unique | 2count | 3366sum
63594: 3unique | 4count | 3541sum
63595: 4unique | 4count | 114sum
63599: 1unique | 1count | 63599sum
63600: 4unique | 8count | 74sum
63601: 1unique | 1count | 63601sum
63605: 2unique | 2count | 12726sum
63606: 3unique | 3count | 10606sum
63607: 1unique | 1count | 63607sum
63611: 1unique | 1count | 63611sum
63612: 4unique | 7count | 63sum
63613: 3unique | 3count | 5805sum
63617: 1unique | 1count | 63617sum
63618: 4unique | 4count | 489sum
63619: 2unique | 2count | 676sum
63623: 3unique | 3count | 217sum
63624: 5unique | 7count | 272sum
63625: 2unique | 4count | 524sum
63629: 1unique | 1count | 63629sum
63630: 5unique | 6count | 121sum
63631: 3unique | 3count | 233sum
63635: 6unique | 6count | 142sum
63636: 3unique | 4count | 5310sum
63637: 2unique | 2count | 9098sum
63641: 2unique | 2count | 2790sum
63642: 3unique | 3count | 10612sum
63643: 2unique | 2count | 2084sum
63647: 1unique | 1count | 63647sum
63648: 5unique | 10count | 59sum
63649: 1unique | 1count | 63649sum
63653: 2unique | 2count | 1254sum
63654: 3unique | 4count | 211sum
63655: 3unique | 3count | 473sum
63659: 1unique | 1count | 63659sum
63660: 4unique | 5count | 1073sum
63661: 4unique | 4count | 168sum
63665: 4unique | 4count | 136sum
63666: 3unique | 7count | 148sum
63667: 1unique | 1count | 63667sum
63671: 1unique | 1count | 63671sum
63672: 4unique | 6count | 395sum
63673: 2unique | 2count | 1594sum
63677: 2unique | 2count | 1758sum
63678: 3unique | 3count | 10618sum
63679: 4unique | 4count | 856sum
63683: 2unique | 2count | 1524sum
63684: 4unique | 6count | 100sum
63685: 3unique | 3count | 323sum
63689: 1unique | 1count | 63689sum
63690: 6unique | 6count | 225sum
63691: 1unique | 1count | 63691sum
63695: 2unique | 2count | 12744sum
63696: 3unique | 6count | 1338sum
63697: 1unique | 1count | 63697sum
63701: 3unique | 3count | 5813sum
63702: 3unique | 4count | 3547sum
63703: 1unique | 1count | 63703sum
63707: 3unique | 3count | 505sum
63708: 3unique | 4count | 5316sum
63709: 1unique | 1count | 63709sum
63713: 3unique | 7count | 107sum
63714: 5unique | 5count | 90sum
63715: 2unique | 2count | 12748sum
63719: 1unique | 1count | 63719sum
63720: 4unique | 8count | 79sum
63721: 2unique | 2count | 9110sum
63725: 2unique | 3count | 2559sum
63726: 6unique | 6count | 93sum
63727: 1unique | 1count | 63727sum
63731: 2unique | 2count | 732sum
63732: 4unique | 5count | 167sum
63733: 3unique | 3count | 203sum
63737: 1unique | 1count | 63737sum
63738: 3unique | 4count | 3549sum
63739: 3unique | 3count | 4929sum
63743: 1unique | 1count | 63743sum
63744: 3unique | 10count | 102sum
63745: 5unique | 5count | 107sum
63749: 2unique | 3count | 1315sum
63750: 4unique | 7count | 42sum
63751: 2unique | 2count | 1760sum
63755: 3unique | 3count | 357sum
63756: 6unique | 8count | 62sum
63757: 2unique | 2count | 722sum
63761: 1unique | 1count | 63761sum
63762: 3unique | 3count | 10632sum
63763: 2unique | 2count | 9116sum
63767: 4unique | 6count | 92sum
63768: 3unique | 5count | 2666sum
63769: 2unique | 2count | 1526sum
63773: 1unique | 1count | 63773sum
63774: 3unique | 5count | 1192sum
63775: 2unique | 3count | 2561sum
63779: 3unique | 3count | 129sum
63780: 4unique | 5count | 1075sum
63781: 1unique | 1count | 63781sum
63785: 2unique | 2count | 12762sum
63786: 3unique | 3count | 10636sum
63787: 2unique | 2count | 508sum
63791: 4unique | 4count | 734sum
63792: 3unique | 7count | 457sum
63793: 1unique | 1count | 63793sum
63797: 2unique | 2count | 618sum
63798: 4unique | 6count | 57sum
63799: 1unique | 1count | 63799sum
63803: 1unique | 1count | 63803sum
63804: 5unique | 6count | 442sum
63805: 3unique | 3count | 1835sum
63809: 1unique | 1count | 63809sum
63810: 4unique | 5count | 722sum
63811: 3unique | 3count | 5823sum
63815: 2unique | 2count | 12768sum
63816: 3unique | 5count | 2668sum
63817: 3unique | 3count | 4935sum
63821: 2unique | 2count | 3378sum
63822: 5unique | 5count | 994sum
63823: 1unique | 1count | 63823sum
63827: 2unique | 2count | 852sum
63828: 3unique | 7count | 213sum
63829: 3unique | 3count | 131sum
63833: 4unique | 4count | 858sum
63834: 3unique | 3count | 10644sum
63835: 3unique | 3count | 773sum
63839: 1unique | 1count | 63839sum
63840: 5unique | 9count | 44sum
63841: 1unique | 1count | 63841sum
63845: 2unique | 3count | 231sum
63846: 3unique | 4count | 3555sum
63847: 2unique | 3count | 1317sum
63851: 2unique | 2count | 1020sum
63852: 4unique | 5count | 337sum
63853: 1unique | 1count | 63853sum
63857: 1unique | 1count | 63857sum
63858: 4unique | 4count | 401sum
63859: 2unique | 2count | 3380sum
63863: 1unique | 1count | 63863sum
63864: 3unique | 6count | 899sum
63865: 3unique | 3count | 299sum
63869: 3unique | 5count | 77sum
63870: 4unique | 4count | 2139sum
63871: 2unique | 2count | 2800sum
63875: 3unique | 5count | 95sum
63876: 3unique | 4count | 5330sum
63877: 3unique | 3count | 5829sum
63881: 2unique | 2count | 630sum
63882: 5unique | 9count | 70sum
63883: 2unique | 2count | 524sum
63887: 2unique | 2count | 2232sum
63888: 4unique | 11count | 77sum
63889: 2unique | 2count | 9134sum
63893: 2unique | 2count | 534sum
63894: 4unique | 4count | 491sum
63895: 4unique | 4count | 1014sum
63899: 4unique | 4count | 216sum
63900: 4unique | 7count | 91sum
63901: 1unique | 1count | 63901sum
63905: 2unique | 2count | 12786sum
63906: 3unique | 3count | 10656sum
63907: 1unique | 1count | 63907sum
63911: 2unique | 2count | 888sum
63912: 3unique | 5count | 2672sum
63913: 1unique | 1count | 63913sum
63917: 3unique | 3count | 427sum
63918: 4unique | 5count | 128sum
63919: 2unique | 2count | 1600sum
63923: 2unique | 2count | 756sum
63924: 4unique | 5count | 775sum
63925: 2unique | 3count | 2567sum
63929: 1unique | 1count | 63929sum
63930: 4unique | 4count | 2141sum
63931: 2unique | 2count | 9140sum
63935: 3unique | 3count | 697sum
63936: 3unique | 10count | 58sum
63937: 2unique | 2count | 3778sum
63941: 2unique | 2count | 1530sum
63942: 3unique | 3count | 10662sum
63943: 3unique | 3count | 5835sum
63947: 3unique | 3count | 4945sum
63948: 3unique | 5count | 153sum
63949: 1unique | 1count | 63949sum
63953: 2unique | 2count | 2094sum
63954: 6unique | 7count | 66sum
63955: 2unique | 2count | 12796sum
63959: 2unique | 2count | 9144sum
63960: 6unique | 8count | 81sum
63961: 2unique | 2count | 550sum
63965: 4unique | 4count | 1190sum
63966: 4unique | 4count | 1535sum
63967: 2unique | 2count | 1408sum
63971: 3unique | 3count | 141sum
63972: 3unique | 5count | 1787sum
63973: 5unique | 5count | 89sum
63977: 1unique | 1count | 63977sum
63978: 3unique | 3count | 10668sum
63979: 2unique | 2count | 604sum
63983: 2unique | 2count | 696sum
63984: 4unique | 7count | 85sum
63985: 3unique | 3count | 263sum
63989: 2unique | 2count | 1110sum
63990: 4unique | 7count | 98sum
63991: 2unique | 2count | 808sum
63995: 2unique | 2count | 12804sum
63996: 3unique | 4count | 5340sum
63997: 1unique | 1count | 63997sum
64001: 3unique | 3count | 271sum
64002: 3unique | 3count | 10672sum
64003: 2unique | 2count | 2236sum
64007: 1unique | 1count | 64007sum
64008: 4unique | 7count | 146sum
64009: 3unique | 6count | 90sum
64013: 1unique | 1count | 64013sum
64014: 4unique | 4count | 279sum
64015: 4unique | 4count | 102sum
64019: 1unique | 1count | 64019sum
64020: 6unique | 7count | 131sum
64021: 2unique | 2count | 950sum
64025: 4unique | 5count | 233sum
64026: 3unique | 4count | 3565sum
64027: 2unique | 2count | 1532sum
64031: 3unique | 3count | 5843sum
64032: 4unique | 8count | 65sum
64033: 1unique | 1count | 64033sum
64037: 1unique | 1count | 64037sum
64038: 5unique | 5count | 852sum
64039: 2unique | 2count | 3784sum
64043: 2unique | 3count | 1321sum
64044: 3unique | 6count | 606sum
64045: 2unique | 2count | 12814sum
64049: 2unique | 2count | 3390sum
64050: 5unique | 6count | 83sum
64051: 3unique | 5count | 431sum
64055: 3unique | 3count | 585sum
64056: 4unique | 6count | 183sum
64057: 2unique | 2count | 9158sum
64061: 2unique | 3count | 123sum
64062: 3unique | 4count | 3567sum
64063: 1unique | 1count | 64063sum
64067: 1unique | 1count | 64067sum
64068: 4unique | 5count | 307sum
64069: 2unique | 2count | 890sum
64073: 2unique | 2count | 3786sum
64074: 4unique | 4count | 245sum
64075: 4unique | 5count | 265sum
64079: 2unique | 2count | 600sum
64080: 4unique | 8count | 108sum
64081: 1unique | 1count | 64081sum
64085: 3unique | 3count | 1843sum
64086: 5unique | 5count | 998sum
64087: 2unique | 2count | 3392sum
64091: 1unique | 1count | 64091sum
64092: 4unique | 6count | 130sum
64093: 2unique | 2count | 706sum
64097: 3unique | 3count | 5849sum
64098: 3unique | 5count | 1198sum
64099: 2unique | 2count | 9164sum
64103: 3unique | 3count | 4957sum
64104: 3unique | 5count | 2680sum
64105: 2unique | 2count | 12826sum
64109: 1unique | 1count | 64109sum
64110: 4unique | 4count | 2147sum
64111: 2unique | 2count | 1112sum
64115: 2unique | 2count | 12828sum
64116: 5unique | 7count | 173sum
64117: 2unique | 2count | 758sum
64121: 2unique | 2count | 1770sum
64122: 3unique | 3count | 10692sum
64123: 1unique | 1count | 64123sum
64127: 2unique | 2count | 9168sum
64128: 3unique | 9count | 184sum
64129: 3unique | 3count | 4959sum
64133: 2unique | 2count | 1146sum
64134: 4unique | 5count | 524sum
64135: 3unique | 3count | 233sum
64139: 2unique | 2count | 2100sum
64140: 4unique | 5count | 1081sum
64141: 4unique | 6count | 60sum
64145: 2unique | 2count | 12834sum
64146: 3unique | 3count | 10696sum
64147: 2unique | 2count | 2812sum
64151: 1unique | 1count | 64151sum
64152: 4unique | 11count | 46sum
64153: 1unique | 1count | 64153sum
64157: 1unique | 1count | 64157sum
64158: 4unique | 5count | 76sum
64159: 2unique | 2count | 856sum
64163: 4unique | 4count | 348sum
64164: 3unique | 4count | 5354sum
64165: 3unique | 3count | 359sum
64169: 3unique | 3count | 199sum
64170: 5unique | 6count | 67sum
64171: 1unique | 1count | 64171sum
64175: 3unique | 4count | 178sum
64176: 4unique | 7count | 209sum
64177: 2unique | 2count | 2242sum
64181: 3unique | 3count | 4963sum
64182: 4unique | 4count | 587sum
64183: 3unique | 3count | 233sum
64187: 1unique | 1count | 64187sum
64188: 3unique | 5count | 1793sum
64189: 1unique | 1count | 64189sum
64193: 2unique | 2count | 2814sum
64194: 5unique | 5count | 854sum
64195: 3unique | 3count | 389sum
64199: 2unique | 2count | 1536sum
64200: 4unique | 7count | 126sum
64201: 3unique | 3count | 159sum
64205: 2unique | 2count | 12846sum
64206: 4unique | 6count | 81sum
64207: 5unique | 5count | 497sum
64211: 2unique | 2count | 9180sum
64212: 3unique | 4count | 5358sum
64213: 2unique | 2count | 566sum
64217: 1unique | 1count | 64217sum
64218: 6unique | 6count | 173sum
64219: 2unique | 2count | 580sum
64223: 1unique | 1count | 64223sum
64224: 3unique | 8count | 239sum
64225: 3unique | 4count | 384sum
64229: 3unique | 3count | 5861sum
64230: 4unique | 4count | 2151sum
64231: 1unique | 1count | 64231sum
64235: 3unique | 3count | 477sum
64236: 4unique | 5count | 161sum
64237: 1unique | 1count | 64237sum
64241: 2unique | 2count | 510sum
64242: 4unique | 5count | 134sum
64243: 2unique | 2count | 3796sum
64247: 2unique | 2count | 1608sum
64248: 3unique | 5count | 2686sum
64249: 2unique | 2count | 1414sum
64253: 3unique | 3count | 211sum
64254: 3unique | 3count | 10714sum
64255: 3unique | 3count | 257sum
64259: 3unique | 3count | 4969sum
64260: 5unique | 8count | 42sum
64261: 2unique | 2count | 538sum
64265: 2unique | 2count | 12858sum
64266: 3unique | 3count | 10716sum
64267: 2unique | 2count | 9188sum
64271: 1unique | 1count | 64271sum
64272: 5unique | 8count | 140sum
64273: 3unique | 3count | 5865sum
64277: 3unique | 3count | 235sum
64278: 3unique | 4count | 3579sum
64279: 1unique | 1count | 64279sum
64283: 1unique | 1count | 64283sum
64284: 5unique | 6count | 516sum
64285: 5unique | 5count | 97sum
64289: 2unique | 2count | 1266sum
64290: 4unique | 4count | 2153sum
64291: 2unique | 2count | 508sum
64295: 5unique | 5count | 201sum
64296: 4unique | 7count | 78sum
64297: 2unique | 2count | 682sum
64301: 1unique | 1count | 64301sum
64302: 4unique | 4count | 1543sum
64303: 1unique | 1count | 64303sum
64307: 2unique | 2count | 708sum
64308: 4unique | 5count | 263sum
64309: 2unique | 2count | 9194sum
64313: 2unique | 2count | 954sum
64314: 3unique | 6count | 411sum
64315: 3unique | 3count | 701sum
64319: 1unique | 1count | 64319sum
64320: 4unique | 9count | 87sum
64321: 2unique | 2count | 622sum
64325: 3unique | 4count | 124sum
64326: 4unique | 4count | 227sum
64327: 1unique | 1count | 64327sum
64331: 2unique | 2count | 2820sum
64332: 3unique | 5count | 1797sum
64333: 1unique | 1count | 64333sum
64337: 4unique | 5count | 141sum
64338: 3unique | 3count | 10728sum
