5: 1unique | 1count | 5sum
34374: 4unique | 4count | 359sum
34375: 3unique | 7count | 47sum
34379: 2unique | 2count | 1140sum
34380: 4unique | 6count | 206sum
34381: 1unique | 1count | 34381sum
34385: 4unique | 5count | 77sum
34386: 5unique | 5count | 548sum
34387: 2unique | 2count | 388sum
34391: 2unique | 4count | 58sum
34392: 3unique | 5count | 1442sum
34393: 2unique | 2count | 374sum
34397: 4unique | 4count | 134sum
34398: 5unique | 8count | 51sum
34399: 2unique | 2count | 880sum
34403: 1unique | 1count | 34403sum
34404: 4unique | 5count | 115sum
34405: 3unique | 3count | 995sum
34409: 2unique | 2count | 1830sum
34410: 5unique | 5count | 78sum
34411: 3unique | 3count | 2673sum
34415: 2unique | 2count | 6888sum
34416: 3unique | 7count | 253sum
34417: 2unique | 2count | 398sum
34421: 1unique | 1count | 34421sum
34422: 3unique | 3count | 5742sum
34423: 2unique | 2count | 1216sum
34427: 2unique | 2count | 372sum
34428: 4unique | 5count | 177sum
34429: 1unique | 1count | 34429sum
34433: 2unique | 2count | 4926sum
34434: 3unique | 4count | 1921sum
34435: 3unique | 3count | 173sum
34439: 1unique | 1count | 34439sum
34440: 5unique | 7count | 62sum
34441: 4unique | 4count | 154sum
34445: 2unique | 3count | 171sum
34446: 3unique | 3count | 5746sum
34447: 3unique | 4count | 70sum
34451: 2unique | 2count | 780sum
34452: 5unique | 8count | 64sum
34453: 2unique | 2count | 394sum
34457: 1unique | 1count | 34457sum
34458: 3unique | 3count | 5748sum
34459: 2unique | 2count | 2044sum
34463: 5unique | 5count | 289sum
34464: 3unique | 7count | 372sum
34465: 3unique | 3count | 179sum
34469: 1unique | 1count | 34469sum
34470: 4unique | 5count | 396sum
34471: 1unique | 1count | 34471sum
34475: 3unique | 4count | 214sum
34476: 5unique | 8count | 76sum
34477: 2unique | 2count | 1522sum
34481: 2unique | 3count | 99sum
34482: 4unique | 4count | 833sum
34483: 1unique | 1count | 34483sum
34487: 1unique | 1count | 34487sum
34488: 3unique | 6count | 491sum
34489: 4unique | 4count | 412sum
34493: 2unique | 2count | 2046sum
34494: 3unique | 3count | 5754sum
34495: 2unique | 2count | 6904sum
34499: 1unique | 1count | 34499sum
34500: 4unique | 7count | 45sum
34501: 1unique | 1count | 34501sum
34505: 3unique | 3count | 175sum
34506: 3unique | 7count | 88sum
34507: 3unique | 3count | 3159sum
34511: 1unique | 1count | 34511sum
34512: 3unique | 6count | 730sum
34513: 1unique | 1count | 34513sum
34517: 2unique | 2count | 4938sum
34518: 5unique | 5count | 550sum
34519: 1unique | 1count | 34519sum
34523: 3unique | 3count | 121sum
34524: 4unique | 6count | 154sum
34525: 2unique | 3count | 1391sum
34529: 4unique | 4count | 138sum
34530: 4unique | 4count | 1161sum
34531: 2unique | 2count | 4940sum
34535: 2unique | 2count | 6912sum
34536: 3unique | 5count | 1448sum
34537: 1unique | 1count | 34537sum
34541: 3unique | 3count | 2683sum
34542: 4unique | 5count | 128sum
34543: 1unique | 1count | 34543sum
34547: 2unique | 2count | 372sum
34548: 3unique | 4count | 2886sum
34549: 1unique | 1count | 34549sum
34553: 2unique | 2count | 426sum
34554: 5unique | 5count | 474sum
34555: 2unique | 2count | 6916sum
34559: 2unique | 2count | 4944sum
34560: 3unique | 12count | 30sum
34561: 3unique | 3count | 143sum
34565: 3unique | 3count | 259sum
34566: 4unique | 4count | 835sum
34567: 3unique | 3count | 2685sum
34571: 2unique | 2count | 372sum
34572: 4unique | 5count | 117sum
34573: 4unique | 4count | 478sum
34577: 2unique | 2count | 558sum
34578: 4unique | 5count | 138sum
34579: 2unique | 2count | 380sum
34583: 1unique | 1count | 34583sum
34584: 5unique | 7count | 162sum
34585: 2unique | 2count | 6922sum
34589: 1unique | 1count | 34589sum
34590: 4unique | 4count | 1163sum
34591: 1unique | 1count | 34591sum
34595: 5unique | 5count | 81sum
34596: 3unique | 6count | 72sum
34597: 2unique | 2count | 1222sum
34601: 2unique | 2count | 4950sum
34602: 4unique | 4count | 157sum
34603: 1unique | 1count | 34603sum
34607: 1unique | 1count | 34607sum
34608: 4unique | 7count | 121sum
34609: 2unique | 2count | 706sum
34613: 1unique | 1count | 34613sum
34614: 3unique | 5count | 652sum
34615: 4unique | 4count | 78sum
34619: 3unique | 3count | 2689sum
34620: 4unique | 5count | 589sum
34621: 2unique | 2count | 478sum
34625: 2unique | 4count | 292sum
34626: 4unique | 4count | 233sum
34627: 2unique | 2count | 1148sum
34631: 1unique | 1count | 34631sum
34632: 5unique | 8count | 75sum
34633: 2unique | 2count | 646sum
34637: 2unique | 2count | 1842sum
34638: 4unique | 4count | 279sum
34639: 4unique | 4count | 136sum
34643: 2unique | 4count | 122sum
34644: 3unique | 4count | 2894sum
34645: 4unique | 6count | 98sum
34649: 1unique | 1count | 34649sum
34650: 6unique | 8count | 47sum
34651: 1unique | 1count | 34651sum
34655: 3unique | 3count | 273sum
34656: 3unique | 8count | 51sum
34657: 2unique | 2count | 4958sum
34661: 4unique | 4count | 182sum
34662: 4unique | 4count | 167sum
34663: 2unique | 2count | 2056sum
34667: 1unique | 1count | 34667sum
34668: 3unique | 7count | 123sum
34669: 2unique | 2count | 974sum
34673: 1unique | 1count | 34673sum
34674: 3unique | 3count | 5784sum
34675: 3unique | 4count | 102sum
34679: 1unique | 1count | 34679sum
34680: 4unique | 7count | 48sum
34681: 2unique | 2count | 518sum
34685: 3unique | 3count | 1003sum
34686: 4unique | 5count | 96sum
34687: 1unique | 1count | 34687sum
34691: 2unique | 2count | 420sum
34692: 4unique | 6count | 80sum
34693: 1unique | 1count | 34693sum
34697: 4unique | 4count | 200sum
34698: 3unique | 3count | 5788sum
34699: 2unique | 2count | 4964sum
34703: 1unique | 1count | 34703sum
34704: 3unique | 7count | 255sum
34705: 4unique | 4count | 658sum
34709: 2unique | 2count | 630sum
34710: 6unique | 6count | 125sum
34711: 2unique | 2count | 440sum
34715: 3unique | 3count | 189sum
34716: 5unique | 6count | 292sum
34717: 2unique | 2count | 382sum
34721: 1unique | 1count | 34721sum
34722: 3unique | 5count | 654sum
34723: 3unique | 3count | 2697sum
34727: 4unique | 6count | 92sum
34728: 3unique | 5count | 1456sum
34729: 1unique | 1count | 34729sum
34733: 2unique | 2count | 786sum
34734: 4unique | 4count | 839sum
34735: 2unique | 2count | 6952sum
34739: 1unique | 1count | 34739sum
34740: 4unique | 6count | 208sum
34741: 2unique | 3count | 723sum
34745: 2unique | 2count | 6954sum
34746: 3unique | 3count | 5796sum
34747: 1unique | 1count | 34747sum
34751: 3unique | 3count | 109sum
34752: 3unique | 8count | 196sum
34753: 2unique | 2count | 1534sum
34757: 1unique | 1count | 34757sum
34758: 3unique | 4count | 1939sum
34759: 1unique | 1count | 34759sum
34763: 1unique | 1count | 34763sum
34764: 3unique | 4count | 2904sum
34765: 3unique | 3count | 431sum
34769: 2unique | 2count | 4974sum
34770: 5unique | 5count | 90sum
34771: 4unique | 4count | 160sum
34775: 4unique | 5count | 143sum
34776: 4unique | 8count | 45sum
34777: 2unique | 2count | 502sum
34781: 1unique | 1count | 34781sum
34782: 6unique | 6count | 75sum
34783: 2unique | 2count | 4976sum
34787: 2unique | 2count | 852sum
34788: 5unique | 6count | 256sum
34789: 2unique | 2count | 1850sum
34793: 3unique | 3count | 3185sum
34794: 3unique | 4count | 1941sum
34795: 2unique | 2count | 6964sum
34799: 3unique | 3count | 129sum
34800: 4unique | 8count | 50sum
34801: 3unique | 3count | 2703sum
34805: 2unique | 2count | 6966sum
34806: 3unique | 3count | 5806sum
34807: 1unique | 1count | 34807sum
34811: 2unique | 2count | 4980sum
34812: 3unique | 5count | 977sum
34813: 2unique | 2count | 1154sum
34817: 2unique | 2count | 978sum
34818: 4unique | 4count | 841sum
34819: 1unique | 1count | 34819sum
34823: 2unique | 2count | 456sum
34824: 3unique | 5count | 1460sum
34825: 3unique | 4count | 216sum
34829: 2unique | 2count | 1230sum
34830: 4unique | 7count | 62sum
34831: 2unique | 2count | 632sum
34835: 2unique | 2count | 6972sum
34836: 3unique | 4count | 2910sum
34837: 3unique | 3count | 3189sum
34841: 1unique | 1count | 34841sum
34842: 3unique | 3count | 5812sum
34843: 1unique | 1count | 34843sum
34847: 1unique | 1count | 34847sum
34848: 4unique | 11count | 60sum
34849: 1unique | 1count | 34849sum
34853: 4unique | 4count | 416sum
34854: 4unique | 4count | 199sum
34855: 2unique | 2count | 6976sum
34859: 3unique | 3count | 3191sum
34860: 5unique | 6count | 102sum
34861: 2unique | 2count | 562sum
34865: 3unique | 3count | 391sum
34866: 5unique | 6count | 183sum
34867: 3unique | 3count | 317sum
34871: 1unique | 1count | 34871sum
34872: 3unique | 5count | 1462sum
34873: 2unique | 2count | 854sum
34877: 1unique | 1count | 34877sum
34878: 3unique | 3count | 5818sum
34879: 3unique | 3count | 2709sum
34883: 1unique | 1count | 34883sum
34884: 4unique | 7count | 49sum
34885: 2unique | 2count | 6982sum
34889: 2unique | 2count | 390sum
34890: 4unique | 4count | 1173sum
34891: 3unique | 3count | 101sum
34895: 3unique | 3count | 1009sum
34896: 3unique | 6count | 738sum
34897: 1unique | 1count | 34897sum
34901: 2unique | 2count | 2070sum
34902: 4unique | 5count | 292sum
34903: 4unique | 4count | 208sum
34907: 2unique | 2count | 588sum
34908: 3unique | 4count | 2916sum
34909: 2unique | 2count | 4994sum
34913: 1unique | 1count | 34913sum
34914: 5unique | 6count | 73sum
34915: 2unique | 2count | 6988sum
34919: 1unique | 1count | 34919sum
34920: 4unique | 7count | 114sum
34921: 2unique | 2count | 790sum
34925: 4unique | 5count | 159sum
34926: 3unique | 3count | 5826sum
34927: 2unique | 2count | 712sum
34931: 3unique | 3count | 2713sum
34932: 4unique | 5count | 119sum
34933: 2unique | 2count | 374sum
34937: 3unique | 4count | 68sum
34938: 3unique | 5count | 658sum
34939: 1unique | 1count | 34939sum
34943: 2unique | 2count | 504sum
34944: 5unique | 11count | 50sum
34945: 3unique | 3count | 275sum
34949: 1unique | 1count | 34949sum
34950: 4unique | 5count | 248sum
34951: 2unique | 2count | 5000sum
34955: 2unique | 2count | 6996sum
34956: 3unique | 5count | 981sum
34957: 3unique | 3count | 2715sum
34961: 1unique | 1count | 34961sum
34962: 3unique | 3count | 5832sum
34963: 1unique | 1count | 34963sum
34967: 2unique | 2count | 552sum
34968: 4unique | 6count | 87sum
34969: 3unique | 6count | 78sum
34973: 2unique | 2count | 894sum
34974: 4unique | 5count | 104sum
34975: 2unique | 3count | 1409sum
34979: 3unique | 3count | 289sum
34980: 6unique | 7count | 87sum
34981: 1unique | 1count | 34981sum
34985: 2unique | 2count | 7002sum
34986: 4unique | 6count | 43sum
34987: 2unique | 2count | 652sum
34991: 3unique | 3count | 3203sum
34992: 2unique | 11count | 29sum
34993: 2unique | 2count | 5006sum
34997: 2unique | 2count | 522sum
34998: 4unique | 4count | 331sum
34999: 2unique | 2count | 1160sum
35003: 3unique | 3count | 117sum
35004: 3unique | 4count | 2924sum
35005: 2unique | 2count | 7006sum
35009: 3unique | 3count | 2719sum
35010: 4unique | 5count | 402sum
35011: 2unique | 2count | 380sum
35015: 3unique | 3count | 201sum
35016: 3unique | 5count | 1468sum
35017: 2unique | 3count | 135sum
35021: 2unique | 2count | 5010sum
35022: 5unique | 5count | 480sum
35023: 1unique | 1count | 35023sum
35027: 1unique | 1count | 35027sum
35028: 4unique | 6count | 156sum
35029: 2unique | 2count | 1546sum
35033: 2unique | 2count | 714sum
35034: 3unique | 3count | 5844sum
35035: 6unique | 7count | 67sum
35039: 2unique | 2count | 984sum
35040: 4unique | 8count | 91sum
35041: 2unique | 2count | 590sum
35045: 3unique | 3count | 211sum
35046: 5unique | 7count | 92sum
35047: 2unique | 2count | 448sum
35051: 1unique | 1count | 35051sum
35052: 4unique | 5count | 157sum
35053: 1unique | 1count | 35053sum
35057: 3unique | 3count | 3209sum
35058: 3unique | 3count | 5848sum
35059: 1unique | 1count | 35059sum
35063: 2unique | 2count | 5016sum
35064: 3unique | 6count | 499sum
35065: 2unique | 2count | 7018sum
35069: 1unique | 1count | 35069sum
35070: 5unique | 5count | 184sum
35071: 2unique | 2count | 2080sum
35075: 3unique | 4count | 94sum
35076: 4unique | 5count | 123sum
35077: 2unique | 2count | 5018sum
35081: 1unique | 1count | 35081sum
35082: 3unique | 4count | 1957sum
35083: 1unique | 1count | 35083sum
35087: 3unique | 3count | 2725sum
35088: 4unique | 7count | 71sum
35089: 1unique | 1count | 35089sum
35093: 2unique | 2count | 1866sum
35094: 3unique | 3count | 5854sum
35095: 2unique | 2count | 7024sum
35099: 1unique | 1count | 35099sum
35100: 5unique | 9count | 49sum
35101: 3unique | 3count | 3213sum
35105: 4unique | 4count | 88sum
35106: 3unique | 3count | 5856sum
35107: 1unique | 1count | 35107sum
35111: 1unique | 1count | 35111sum
35112: 6unique | 8count | 57sum
35113: 4unique | 4count | 136sum
35117: 1unique | 1count | 35117sum
35118: 3unique | 4count | 1959sum
35119: 3unique | 3count | 209sum
35123: 4unique | 4count | 156sum
35124: 3unique | 4count | 2934sum
35125: 2unique | 4count | 296sum
35129: 1unique | 1count | 35129sum
35130: 4unique | 4count | 1181sum
35131: 2unique | 3count | 105sum
35135: 2unique | 2count | 7032sum
35136: 3unique | 9count | 79sum
35137: 2unique | 2count | 898sum
35141: 1unique | 1count | 35141sum
35142: 3unique | 3count | 5862sum
35143: 2unique | 2count | 424sum
35147: 2unique | 2count | 5028sum
35148: 4unique | 5count | 137sum
35149: 1unique | 1count | 35149sum
35153: 1unique | 1count | 35153sum
35154: 4unique | 7count | 52sum
35155: 3unique | 3count | 173sum
35159: 1unique | 1count | 35159sum
35160: 4unique | 6count | 307sum
35161: 2unique | 2count | 5030sum
35165: 4unique | 4count | 572sum
35166: 3unique | 3count | 5866sum
35167: 4unique | 4count | 184sum
35171: 1unique | 1count | 35171sum
35172: 3unique | 5count | 987sum
35173: 2unique | 2count | 2086sum
35177: 2unique | 2count | 1242sum
35178: 7unique | 7count | 94sum
35179: 2unique | 2count | 404sum
35183: 2unique | 2count | 384sum
35184: 3unique | 6count | 744sum
35185: 3unique | 3count | 263sum
35189: 4unique | 4count | 486sum
35190: 5unique | 6count | 53sum
35191: 3unique | 3count | 2733sum
35195: 2unique | 2count | 7044sum
35196: 4unique | 5count | 433sum
35197: 2unique | 2count | 638sum
35201: 1unique | 1count | 35201sum
35202: 3unique | 3count | 5872sum
35203: 3unique | 3count | 161sum
35207: 3unique | 3count | 145sum
35208: 3unique | 7count | 178sum
35209: 2unique | 2count | 394sum
35213: 2unique | 2count | 1554sum
35214: 3unique | 3count | 5874sum
35215: 2unique | 2count | 7048sum
35219: 2unique | 2count | 900sum
35220: 4unique | 5count | 599sum
35221: 1unique | 1count | 35221sum
35225: 2unique | 3count | 1419sum
35226: 4unique | 5count | 130sum
35227: 1unique | 1count | 35227sum
35231: 2unique | 3count | 733sum
35232: 3unique | 7count | 380sum
35233: 3unique | 3count | 3225sum
35237: 2unique | 2count | 378sum
35238: 4unique | 4count | 851sum
35239: 2unique | 2count | 400sum
35243: 3unique | 3count | 2737sum
35244: 5unique | 7count | 121sum
35245: 4unique | 4count | 84sum
35249: 2unique | 2count | 450sum
35250: 4unique | 6count | 67sum
35251: 1unique | 1count | 35251sum
35255: 4unique | 4count | 668sum
35256: 5unique | 7count | 148sum
35257: 1unique | 1count | 35257sum
35261: 2unique | 2count | 990sum
35262: 3unique | 5count | 664sum
35263: 2unique | 2count | 376sum
35267: 1unique | 1count | 35267sum
35268: 3unique | 4count | 2946sum
35269: 3unique | 3count | 2739sum
35273: 2unique | 2count | 5046sum
35274: 3unique | 3count | 5884sum
35275: 3unique | 4count | 110sum
35279: 1unique | 1count | 35279sum
35280: 4unique | 9count | 33sum
35281: 1unique | 1count | 35281sum
35285: 2unique | 2count | 7062sum
35286: 3unique | 3count | 5886sum
35287: 2unique | 3count | 149sum
35291: 1unique | 1count | 35291sum
35292: 4unique | 5count | 197sum
35293: 2unique | 2count | 1246sum
35297: 2unique | 2count | 798sum
35298: 4unique | 5count | 98sum
35299: 3unique | 3count | 3231sum
35303: 2unique | 2count | 864sum
35304: 3unique | 5count | 1480sum
35305: 3unique | 3count | 335sum
35309: 3unique | 3count | 115sum
35310: 6unique | 6count | 139sum
35311: 1unique | 1count | 35311sum
35315: 3unique | 3count | 1021sum
35316: 3unique | 7count | 125sum
35317: 1unique | 1count | 35317sum
35321: 5unique | 7count | 93sum
35322: 4unique | 5count | 70sum
35323: 1unique | 1count | 35323sum
35327: 1unique | 1count | 35327sum
35328: 3unique | 11count | 44sum
35329: 2unique | 4count | 124sum
35333: 2unique | 2count | 486sum
35334: 5unique | 6count | 185sum
35335: 3unique | 3count | 233sum
35339: 1unique | 1count | 35339sum
35340: 5unique | 6count | 62sum
35341: 2unique | 2count | 658sum
35345: 2unique | 2count | 7074sum
35346: 4unique | 4count | 185sum
35347: 3unique | 3count | 2745sum
35351: 3unique | 3count | 105sum
35352: 3unique | 6count | 503sum
35353: 1unique | 1count | 35353sum
35357: 2unique | 2count | 5058sum
35358: 4unique | 4count | 159sum
35359: 2unique | 2count | 1880sum
35363: 1unique | 1count | 35363sum
35364: 4unique | 5count | 435sum
35365: 4unique | 4count | 670sum
35369: 2unique | 2count | 426sum
35370: 4unique | 6count | 147sum
35371: 3unique | 3count | 201sum
35375: 2unique | 4count | 298sum
35376: 5unique | 8count | 100sum
35377: 2unique | 2count | 2098sum
35381: 1unique | 1count | 35381sum
35382: 3unique | 3count | 5902sum
35383: 2unique | 2count | 904sum
35387: 3unique | 3count | 3239sum
35388: 3unique | 5count | 993sum
35389: 2unique | 2count | 866sum
35393: 1unique | 1count | 35393sum
35394: 4unique | 4count | 369sum
35395: 2unique | 2count | 7084sum
35399: 4unique | 4count | 422sum
35400: 4unique | 7count | 78sum
35401: 1unique | 1count | 35401sum
35405: 3unique | 3count | 175sum
35406: 4unique | 5count | 296sum
35407: 1unique | 1count | 35407sum
35411: 2unique | 2count | 2100sum
35412: 5unique | 6count | 260sum
35413: 2unique | 2count | 5066sum
35417: 2unique | 2count | 438sum
35418: 3unique | 3count | 5908sum
35419: 1unique | 1count | 35419sum
35423: 1unique | 1count | 35423sum
35424: 3unique | 9count | 60sum
35425: 4unique | 5count | 145sum
35429: 2unique | 2count | 570sum
35430: 4unique | 4count | 1191sum
35431: 3unique | 3count | 3243sum
35435: 3unique | 3count | 397sum
35436: 3unique | 4count | 2960sum
35437: 1unique | 1count | 35437sum
35441: 3unique | 3count | 151sum
35442: 5unique | 6count | 209sum
35443: 2unique | 3count | 113sum
35447: 1unique | 1count | 35447sum
35448: 4unique | 6count | 227sum
35449: 1unique | 1count | 35449sum
35453: 3unique | 5count | 337sum
35454: 4unique | 4count | 335sum
